ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
372;Z MATERIALNO ŠKODO;LJUBLJANA;11.01.2019;14;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00647;ŠENTJAKOB-LJ ZADOBROVA;500;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;104860;468286;4;UDELEŽENEC;39;ŽENSKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;19;03;,00;,00
373;Z LAŽJO TELESNO POŠKODBO;LJUBLJANA;14.01.2019;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24088;OBVOZNA CESTA;100;CESTA;NEPRAVILNO PREHITEVANJE;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;107732;460249;1;UDELEŽENEC;26;ŽENSKI;LJUBLJANA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;06;00;,00;,00
373;Z LAŽJO TELESNO POŠKODBO;LJUBLJANA;14.01.2019;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24088;OBVOZNA CESTA;100;CESTA;NEPRAVILNO PREHITEVANJE;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;107732;460249;2;POVZROÈITELJ;72;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;51;10;,00;,00
374;Z LAŽJO TELESNO POŠKODBO;ŽALEC;14.01.2019;5;NE;CESTA;REGIONALNA CESTA III. REDA;00695;POLZ.-REÈICA,GOR.-SOTESKA;07951;POLZELA-REÈICA;1500;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;JASNO;REDEK;SPOLZKO;HRAPAV  ASFALT / BETON;127968;504769;1;POVZROÈITELJ;35;ŽENSKI;VELENJE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;16;09;,00;,00
375;Z MATERIALNO ŠKODO;MARIBOR;10.01.2019;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00336;OB RIBNIKU;2;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;155205;546752;1;POVZROÈITELJ;40;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;13;01;,00;,00
375;Z MATERIALNO ŠKODO;MARIBOR;10.01.2019;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00336;OB RIBNIKU;2;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;155205;546752;2;UDELEŽENEC;51;ŽENSKI;PESNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;25;07;,00;,00
376;Z LAŽJO TELESNO POŠKODBO;MARIBOR;07.01.2019;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00488;STROSSMAYERJEVA ULICA;17;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;157559;549583;1;UDELEŽENEC;29;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;06;05;,00;,00
376;Z LAŽJO TELESNO POŠKODBO;MARIBOR;07.01.2019;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00488;STROSSMAYERJEVA ULICA;17;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;157559;549583;2;UDELEŽENEC;29;ŽENSKI;MARIBOR;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
376;Z LAŽJO TELESNO POŠKODBO;MARIBOR;07.01.2019;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00488;STROSSMAYERJEVA ULICA;17;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;157559;549583;3;POVZROÈITELJ;26;ŽENSKI;MARIBOR;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;08;03;,03;,00
376;Z LAŽJO TELESNO POŠKODBO;MARIBOR;07.01.2019;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00488;STROSSMAYERJEVA ULICA;17;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;157559;549583;4;UDELEŽENEC;2;ŽENSKI;MARIBOR;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
376;Z LAŽJO TELESNO POŠKODBO;MARIBOR;07.01.2019;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00488;STROSSMAYERJEVA ULICA;17;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;157559;549583;5;UDELEŽENEC;2;MOŠKI;MARIBOR;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
377;Z MATERIALNO ŠKODO;RADOVLJICA;14.01.2019;16;NE;CESTA;TURISTIÈNA CESTA;00904;BOH.JEZ.-ZLATOROG-SAVICA;01093;JEZERO-SAVICA;3300;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;JASNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;126968;411538;1;POVZROÈITELJ;23;ŽENSKI;RADOVLJICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;05;02;,00;,00
378;Z MATERIALNO ŠKODO;LJUBLJANA;14.01.2019;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27321;ULICA JOŽETA JAME;14;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;105271;460120;1;UDELEŽENEC;33;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;11;00;,00;,00
378;Z MATERIALNO ŠKODO;LJUBLJANA;14.01.2019;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27321;ULICA JOŽETA JAME;14;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;105271;460120;2;POVZROÈITELJ;78;MOŠKI;VRHNIKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;60;07;,00;,00
379;Z MATERIALNO ŠKODO;MARIBOR;10.01.2019;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00534;TRŽAŠKA CESTA;10;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;155451;550038;1;UDELEŽENEC;35;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;04;,00;,00
379;Z MATERIALNO ŠKODO;MARIBOR;10.01.2019;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00534;TRŽAŠKA CESTA;10;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;155451;550038;2;UDELEŽENEC;22;MOŠKI;RUŠE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;03;06;,00;,00
379;Z MATERIALNO ŠKODO;MARIBOR;10.01.2019;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00534;TRŽAŠKA CESTA;10;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;155451;550038;3;POVZROÈITELJ;23;ŽENSKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;10;,00;,00
380;Z MATERIALNO ŠKODO;DOMŽALE;14.01.2019;15;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;06104;SELO PRI MORAVÈAH;0;NI ODSEKOV;8;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;110043;476821;1;POVZROÈITELJ;42;MOŠKI;GROSUPLJE;;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;18;00;,00;,00
380;Z MATERIALNO ŠKODO;DOMŽALE;14.01.2019;15;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;06104;SELO PRI MORAVÈAH;0;NI ODSEKOV;8;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;110043;476821;2;UDELEŽENEC;44;ŽENSKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;10;06;,00;,00
381;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;11.01.2019;17;NE;CESTA;GLAVNA CESTA;00002;SLOV.BISTRICA-SRED. OB DR;01290;SL.BISTRICA-PRAGERSKO;800;CESTA;OSTALO;NALETNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;139516;547213;1;POVZROÈITELJ;27;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;06;11;,00;,00
381;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;11.01.2019;17;NE;CESTA;GLAVNA CESTA;00002;SLOV.BISTRICA-SRED. OB DR;01290;SL.BISTRICA-PRAGERSKO;800;CESTA;OSTALO;NALETNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;139516;547213;2;UDELEŽENEC;35;MOŠKI;SLOVENSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;07;,00;,00
382;Z LAŽJO TELESNO POŠKODBO;ŽALEC;14.01.2019;11;NE;CESTA;REGIONALNA CESTA II. REDA;00447;MEDLOG-ŽALEC-ŠEMP.-TRZIN;00367;ŽALEC-ŠEMPETER;0;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;123359;513724;1;UDELEŽENEC;56;MOŠKI;ŽALEC;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;35;00;,00;,00
382;Z LAŽJO TELESNO POŠKODBO;ŽALEC;14.01.2019;11;NE;CESTA;REGIONALNA CESTA II. REDA;00447;MEDLOG-ŽALEC-ŠEMP.-TRZIN;00367;ŽALEC-ŠEMPETER;0;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;123359;513724;2;POVZROÈITELJ;44;MOŠKI;ŽALEC;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;25;06;,00;,00
382;Z LAŽJO TELESNO POŠKODBO;ŽALEC;14.01.2019;11;NE;CESTA;REGIONALNA CESTA II. REDA;00447;MEDLOG-ŽALEC-ŠEMP.-TRZIN;00367;ŽALEC-ŠEMPETER;0;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;123359;513724;3;UDELEŽENEC;59;ŽENSKI;ŽALEC;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
383;Z MATERIALNO ŠKODO;HRASTNIK;04.01.2019;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;10007;HRASTNIK-HRASTNIK;00012;NOVI LOG;5;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;110826;506670;1;POVZROÈITELJ;73;MOŠKI;VRHNIKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;49;02;,00;,00
384;Z MATERIALNO ŠKODO;KRANJ;14.01.2019;8;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00606;PODTABOR-KRANJ Z;6000;CESTA;NEPRILAGOJENA HITROST;NALETNO TRÈENJE;JASNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;125717;448277;1;UDELEŽENEC;39;ŽENSKI;TRŽIÈ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;09;,00;,00
384;Z MATERIALNO ŠKODO;KRANJ;14.01.2019;8;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00606;PODTABOR-KRANJ Z;6000;CESTA;NEPRILAGOJENA HITROST;NALETNO TRÈENJE;JASNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;125717;448277;2;POVZROÈITELJ;23;ŽENSKI;TRŽIÈ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;05;03;,00;,00
385;Z MATERIALNO ŠKODO;VELENJE;09.01.2019;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;59040;VELENJE;00041;CESTA FRANTIŠKA FOITA;4;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;OBLAÈNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;134931;508885;1;UDELEŽENEC;49;MOŠKI;VELENJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;30;11;,00;,00
385;Z MATERIALNO ŠKODO;VELENJE;09.01.2019;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;59040;VELENJE;00041;CESTA FRANTIŠKA FOITA;4;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;OBLAÈNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;134931;508885;2;POVZROÈITELJ;37;MOŠKI;;SRBIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;04;04;,00;,00
386;Z MATERIALNO ŠKODO;LJUBLJANA;14.01.2019;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27021;DERÈEVA ULICA;15;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;102969;460653;1;UDELEŽENEC;49;ŽENSKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;29;09;,00;,00
386;Z MATERIALNO ŠKODO;LJUBLJANA;14.01.2019;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27021;DERÈEVA ULICA;15;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;102969;460653;2;POVZROÈITELJ;84;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;48;07;,00;,00
386;Z MATERIALNO ŠKODO;LJUBLJANA;14.01.2019;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27021;DERÈEVA ULICA;15;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;102969;460653;3;UDELEŽENEC;63;ŽENSKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;43;11;,00;,00
386;Z MATERIALNO ŠKODO;LJUBLJANA;14.01.2019;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27021;DERÈEVA ULICA;15;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;102969;460653;4;UDELEŽENEC;69;ŽENSKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;47;01;,00;,00
387;Z MATERIALNO ŠKODO;MARIBOR;10.01.2019;15;NE;CESTA;REGIONALNA CESTA II. REDA;00454;MIKLAVŽ-HAJDINA-ZLATOLIÈJ;01400;MIKLAVŽ-HAJDINA;300;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;152943;552817;1;POVZROÈITELJ;46;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;00;,00;,00
387;Z MATERIALNO ŠKODO;MARIBOR;10.01.2019;15;NE;CESTA;REGIONALNA CESTA II. REDA;00454;MIKLAVŽ-HAJDINA-ZLATOLIÈJ;01400;MIKLAVŽ-HAJDINA;300;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;152943;552817;2;UDELEŽENEC;26;MOŠKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;06;07;,00;,00
388;Z LAŽJO TELESNO POŠKODBO;MARIBOR;08.01.2019;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00584;ULICA MOŠE PIJADA;12;CESTA;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;156770;549841;1;UDELEŽENEC;33;ŽENSKI;MARIBOR;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;NE;0;0;,00;,00
388;Z LAŽJO TELESNO POŠKODBO;MARIBOR;08.01.2019;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00584;ULICA MOŠE PIJADA;12;CESTA;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;156770;549841;2;UDELEŽENEC;38;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK AVTOBUSA;DA;04;00;,00;,00
389;Z MATERIALNO ŠKODO;SLOVENSKE KONJICE;14.01.2019;15;NE;CESTA;REGIONALNA CESTA II. REDA;00430;MB PTUJSKA-SLIVNICA-CELJE;00281;STRANICE-VIŠNJA VAS;0;CESTA;OSTALO;TRÈENJE V OBJEKT;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;135112;528843;1;POVZROÈITELJ;36;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;18;06;,00;,00
390;Z LAŽJO TELESNO POŠKODBO;LJUBLJANA;12.01.2019;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25175;TRG OSVOBODILNE FRONTE;15;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;101593;462300;1;POVZROÈITELJ;30;MOŠKI;LJUBLJANA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;12;03;1,05;,00
391;Z MATERIALNO ŠKODO;KRANJ;14.01.2019;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;18035;KRANJ;00159;TRG PREŠERNOVE BRIGADE;4;KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;122112;451950;1;POVZROÈITELJ;39;MOŠKI;ŽALEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;06;,00;,00
392;Z MATERIALNO ŠKODO;MURSKA SOBOTA;11.01.2019;5;DA;CESTA;REGIONALNA CESTA III. REDA;00740;GAJ-MURSKA SOBOTA;01398;MS GAJ-MURSKA SOBOTA;2000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;168854;589324;1;POVZROÈITELJ;38;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;10;,00;,00
392;Z MATERIALNO ŠKODO;MURSKA SOBOTA;11.01.2019;5;DA;CESTA;REGIONALNA CESTA III. REDA;00740;GAJ-MURSKA SOBOTA;01398;MS GAJ-MURSKA SOBOTA;2000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;168854;589324;2;UDELEŽENEC;46;MOŠKI;MURSKA SOBOTA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;27;07;,00;,00
393;Z MATERIALNO ŠKODO;MARIBOR;08.01.2019;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64066;SPODNJI DUPLEK;00003;CESTA 4. JULIJA;38;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;151422;557361;1;UDELEŽENEC;33;MOŠKI;ŠENTJUR PRI CELJU;SLOVENIJA;BREZ POŠKODBE-UZ;VOZNIK TOVORNEGA VOZILA;DA;14;11;,00;,00
393;Z MATERIALNO ŠKODO;MARIBOR;08.01.2019;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64066;SPODNJI DUPLEK;00003;CESTA 4. JULIJA;38;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;151422;557361;2;UDELEŽENEC;64;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;14;09;,00;,00
394;Z MATERIALNO ŠKODO;RADOVLJICA;14.01.2019;12;NE;CESTA;REGIONALNA CESTA II. REDA;00411;KRANJ Z-PODBREZJE-ÈRNIVEC;01429;GOBOVCE-ÈRNIVEC;500;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;129061;443429;1;UDELEŽENEC;79;MOŠKI;ŠKOFJA LOKA;SLOVENIJA;BREZ POŠKODBE;OSTALO;DA;0;0;,00;,00
394;Z MATERIALNO ŠKODO;RADOVLJICA;14.01.2019;12;NE;CESTA;REGIONALNA CESTA II. REDA;00411;KRANJ Z-PODBREZJE-ÈRNIVEC;01429;GOBOVCE-ÈRNIVEC;500;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;129061;443429;2;POVZROÈITELJ;53;ŽENSKI;ŠKOFJA LOKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;29;00;,00;,00
395;Z LAŽJO TELESNO POŠKODBO;ŠMARJE PRI JELŠAH;11.01.2019;15;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;54014;BREZJE PRI LEKMARJU;0;NI ODSEKOV;7;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;116215;540090;1;POVZROÈITELJ;20;MOŠKI;;HRVAŠKA;LAŽJA TELESNA POŠKODBA;VOZNIK TOVORNEGA VOZILA;DA;02;00;,00;,00
396;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;11.01.2019;11;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00036;FRAM-SL.BISTRICA;8300;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;138629;545664;1;UDELEŽENEC;31;MOŠKI;ŠMARJE PRI JELŠAH;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;NEZNANO;07;08;,00;,00
396;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;11.01.2019;11;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00036;FRAM-SL.BISTRICA;8300;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;138629;545664;2;POVZROÈITELJ;48;MOŠKI;VRHNIKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;29;05;,00;,00
